Frame ID | Spatial Relations
F0071 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.88), [human_body] is holding [red_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.37), [human_body] is holding [yellow_box] (score: 0.12), [human_body] is on [operator_hand] (score: 0.11), [container_box] is inside [red_box] (score: 0.16), [container_box] is on [yellow_box] (score: 0.12), [container_box] is on [component_box] (score: 0.11), [operator_hand] is on [human_body] (score: 0.16), [operator_hand] is on [red_box] (score: 0.13), [yellow_box] is on [container_box] (score: 0.33), [yellow_box] is on [red_box] (score: 0.25), [component_box] is on [container_box] (score: 0.41), [component_box] is on [red_box] (score: 0.29), [component_box] is on [yellow_box] (score: 0.12)
F0072 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.88), [human_body] is holding [red_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.37), [human_body] is holding [yellow_box] (score: 0.12), [human_body] is on [operator_hand] (score: 0.11), [container_box] is inside [red_box] (score: 0.16), [container_box] is on [yellow_box] (score: 0.12), [container_box] is on [component_box] (score: 0.11), [operator_hand] is on [human_body] (score: 0.16), [operator_hand] is on [red_box] (score: 0.13), [yellow_box] is on [container_box] (score: 0.33), [yellow_box] is on [red_box] (score: 0.25), [component_box] is on [container_box] (score: 0.41), [component_box] is on [red_box] (score: 0.29), [component_box] is on [yellow_box] (score: 0.12)
F0073 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.88), [human_body] is holding [red_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.37), [human_body] is holding [yellow_box] (score: 0.12), [human_body] is on [operator_hand] (score: 0.11), [container_box] is inside [red_box] (score: 0.16), [container_box] is on [yellow_box] (score: 0.12), [container_box] is on [component_box] (score: 0.11), [operator_hand] is on [human_body] (score: 0.16), [operator_hand] is on [red_box] (score: 0.13), [yellow_box] is on [container_box] (score: 0.33), [yellow_box] is on [red_box] (score: 0.25), [component_box] is on [container_box] (score: 0.41), [component_box] is on [red_box] (score: 0.29), [component_box] is on [yellow_box] (score: 0.12)
F0074 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.88), [human_body] is holding [red_box] (score: 0.83), [human_body] is holding [component_box] (score: 0.37), [human_body] is holding [yellow_box] (score: 0.12), [human_body] is on [operator_hand] (score: 0.11), [container_box] is inside [red_box] (score: 0.16), [container_box] is on [yellow_box] (score: 0.12), [container_box] is on [component_box] (score: 0.11), [operator_hand] is on [human_body] (score: 0.16), [operator_hand] is on [red_box] (score: 0.13), [yellow_box] is on [container_box] (score: 0.33), [yellow_box] is on [red_box] (score: 0.25), [component_box] is on [container_box] (score: 0.41), [component_box] is on [red_box] (score: 0.29), [component_box] is on [yellow_box] (score: 0.12)
F0075 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0076 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0077 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0078 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0079 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0080 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0081 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0082 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0083 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0084 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0085 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0086 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13)
F0087 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13)
F0088 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0089 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.77), [human_body] is holding [yellow_box] (score: 0.72), [human_body] is holding [red_box] (score: 0.69), [human_body] is holding [component_box] (score: 0.44), [container_box] is on [red_box] (score: 0.24), [container_box] is on [yellow_box] (score: 0.23), [container_box] is on [component_box] (score: 0.14), [red_box] is on [container_box] (score: 0.15), [red_box] is on [yellow_box] (score: 0.14), [yellow_box] is inside [container_box] (score: 0.52), [yellow_box] is inside [red_box] (score: 0.34), [yellow_box] is on [component_box] (score: 0.13), [component_box] is inside [container_box] (score: 0.49), [component_box] is inside [yellow_box] (score: 0.37), [component_box] is inside [red_box] (score: 0.25)
F0090 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0091 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0092 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0093 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0094 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0095 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0096 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0097 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0098 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0099 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0100 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0101 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0102 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0103 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0104 | [human_body] is behind [container_box], [human_body] is holding [yellow_box] (score: 0.79), [human_body] is holding [container_box] (score: 0.78), [human_body] is holding [component_box] (score: 0.65), [human_body] is holding [red_box] (score: 0.42), [human_body] is on [operator_hand] (score: 0.11), [container_box] is on [component_box] (score: 0.08), [container_box] is on [yellow_box] (score: 0.08), [operator_hand] is on [human_body] (score: 0.14), [operator_hand] is on [red_box] (score: 0.04), [red_box] is on [human_body] (score: 0.06), [red_box] is holding [container_box] (score: 0.05), [yellow_box] is on [container_box] (score: 0.23), [yellow_box] is behind [component_box] (score: 0.09), [component_box] is on [container_box] (score: 0.35), [component_box] is on [yellow_box] (score: 0.18)
F0105 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.81), [human_body] is holding [component_box] (score: 0.66), [human_body] is holding [red_box] (score: 0.64), [human_body] is on [operator_hand] (score: 0.13), [human_body] is holding [yellow_box] (score: 0.13), [operator_hand] is on [red_box] (score: 0.23), [operator_hand] is holding [container_box] (score: 0.13), [operator_hand] is on [human_body] (score: 0.13), [red_box] is holding [container_box] (score: 0.34), [yellow_box] is on [container_box] (score: 0.48), [yellow_box] is on [red_box] (score: 0.22), [yellow_box] is on [operator_hand] (score: 0.21), [yellow_box] is on [component_box] (score: 0.18), [component_box] is on [container_box] (score: 0.37), [component_box] is on [red_box] (score: 0.20)
F0106 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.81), [human_body] is holding [component_box] (score: 0.66), [human_body] is holding [red_box] (score: 0.64), [human_body] is on [operator_hand] (score: 0.13), [human_body] is holding [yellow_box] (score: 0.13), [operator_hand] is on [red_box] (score: 0.23), [operator_hand] is holding [container_box] (score: 0.13), [operator_hand] is on [human_body] (score: 0.13), [red_box] is holding [container_box] (score: 0.34), [yellow_box] is on [container_box] (score: 0.48), [yellow_box] is on [red_box] (score: 0.22), [yellow_box] is on [operator_hand] (score: 0.21), [yellow_box] is on [component_box] (score: 0.18), [component_box] is on [container_box] (score: 0.37), [component_box] is on [red_box] (score: 0.20)
F0107 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.81), [human_body] is holding [component_box] (score: 0.66), [human_body] is holding [red_box] (score: 0.64), [human_body] is on [operator_hand] (score: 0.13), [human_body] is holding [yellow_box] (score: 0.13), [operator_hand] is on [red_box] (score: 0.23), [operator_hand] is holding [container_box] (score: 0.13), [operator_hand] is on [human_body] (score: 0.13), [red_box] is holding [container_box] (score: 0.34), [yellow_box] is on [container_box] (score: 0.48), [yellow_box] is on [red_box] (score: 0.22), [yellow_box] is on [operator_hand] (score: 0.21), [yellow_box] is on [component_box] (score: 0.18), [component_box] is on [container_box] (score: 0.37), [component_box] is on [red_box] (score: 0.20)
F0108 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.81), [human_body] is holding [component_box] (score: 0.66), [human_body] is holding [red_box] (score: 0.64), [human_body] is on [operator_hand] (score: 0.13), [human_body] is holding [yellow_box] (score: 0.13), [operator_hand] is on [red_box] (score: 0.23), [operator_hand] is holding [container_box] (score: 0.13), [operator_hand] is on [human_body] (score: 0.13), [red_box] is holding [container_box] (score: 0.34), [yellow_box] is on [container_box] (score: 0.48), [yellow_box] is on [red_box] (score: 0.22), [yellow_box] is on [operator_hand] (score: 0.21), [yellow_box] is on [component_box] (score: 0.18), [component_box] is on [container_box] (score: 0.37), [component_box] is on [red_box] (score: 0.20)
F0109 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.81), [human_body] is holding [component_box] (score: 0.66), [human_body] is holding [red_box] (score: 0.64), [human_body] is on [operator_hand] (score: 0.13), [human_body] is holding [yellow_box] (score: 0.13), [operator_hand] is on [red_box] (score: 0.23), [operator_hand] is holding [container_box] (score: 0.13), [operator_hand] is on [human_body] (score: 0.13), [red_box] is holding [container_box] (score: 0.34), [yellow_box] is on [container_box] (score: 0.48), [yellow_box] is on [red_box] (score: 0.22), [yellow_box] is on [operator_hand] (score: 0.21), [yellow_box] is on [component_box] (score: 0.18), [component_box] is on [container_box] (score: 0.37), [component_box] is on [red_box] (score: 0.20)
F0110 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.81), [human_body] is holding [component_box] (score: 0.66), [human_body] is holding [red_box] (score: 0.64), [human_body] is on [operator_hand] (score: 0.13), [human_body] is holding [yellow_box] (score: 0.13), [operator_hand] is on [red_box] (score: 0.23), [operator_hand] is holding [container_box] (score: 0.13), [operator_hand] is on [human_body] (score: 0.13), [red_box] is holding [container_box] (score: 0.34), [yellow_box] is on [container_box] (score: 0.48), [yellow_box] is on [red_box] (score: 0.22), [yellow_box] is on [operator_hand] (score: 0.21), [yellow_box] is on [component_box] (score: 0.18), [component_box] is on [container_box] (score: 0.37), [component_box] is on [red_box] (score: 0.20)
F0111 | [human_body] is behind [container_box], [human_body] is holding [container_box] (score: 0.81), [human_body] is holding [component_box] (score: 0.66), [human_body] is holding [red_box] (score: 0.64), [human_body] is on [operator_hand] (score: 0.13), [human_body] is holding [yellow_box] (score: 0.13), [operator_hand] is on [red_box] (score: 0.23), [operator_hand] is holding [container_box] (score: 0.13), [operator_hand] is on [human_body] (score: 0.13), [red_box] is holding [container_box] (score: 0.34), [yellow_box] is on [container_box] (score: 0.48), [yellow_box] is on [red_box] (score: 0.22), [yellow_box] is on [operator_hand] (score: 0.21), [yellow_box] is on [component_box] (score: 0.18), [component_box] is on [container_box] (score: 0.37), [component_box] is on [red_box] (score: 0.20)
